mean,std,min,20%,40%,50%,60%,80%,max,median,acfmean,acfstd,acfmedian,qstatmean,qstatstd,qstatmedian,mda,max_index,sma_sim,sma_adv,sma_sim_abs,sma_adv_abs,energy,iqr,entropy,autoreg_coeff,kurtosis,skewness,trace:id,qr
13.4294098499,19.5448739335,0.0101725260417,2.70874023438,4.47713216146,6.35986328125,8.14534505208,15.7975260417,97.7986653646,6.35986328125,0.00117647058824,0.0913862777615,-0.00817075674503,1091.39888255,395.971062195,1029.64097264,5.42945148379,39,13.4294098499,5694.06977635,13.4294098499,5694.06977635,238617.23495,8.23567708333,5.95380144915,192.670938988,5.617194014049609,2.439352291567339,MaxxTurn45/1539849372.1130202,630
13.6903931494,19.7129840961,0.00203450520833,2.68147786458,4.50236002604,6.49617513021,7.98746744792,15.8243815104,95.644124349,6.49617513021,0.00113378684807,0.097922234804,-0.0179474729906,1433.7920778,478.861165137,1348.5468208,5.63758045733,7,13.6903931494,6023.77298576,13.6903931494,6023.77298576,253640.013751,8.25398763021,6.03323194931,178.328503403,4.533958008382828,2.285402210552861,MaxxTurn45/1539946744.5776465,934
14.6343139743,20.9799857973,0.00203450520833,2.89916992188,4.68343098958,6.61214192708,8.21940104167,19.62890625,96.3724772135,6.61214192708,0.00116009280742,0.100760126087,-0.0211173464784,1465.36029935,513.806034975,1406.70588538,5.48977872249,42,14.6343139743,6292.75500894,14.6343139743,6292.75500894,281573.031454,9.58862304688,5.98970143908,200.179178266,4.2277494794866675,2.2144555106556205,MaxxTurn45/1539937875.6607707,889
14.2413186411,20.774771214,0.00406901041667,2.91585286458,4.56380208333,6.53889973958,7.86010742188,17.5610351563,95.5729166667,6.53889973958,0.00113895216401,0.0935467189339,-0.0223449472738,1256.29550641,441.27820056,1202.89006012,5.30879700637,6,14.2413186411,6237.69756482,14.2413186411,6237.69756482,278072.763884,9.43705240885,5.94179550246,238.7587001,4.760460390241432,2.332226768825891,MaxxTurn45/1539870048.0117655,784
13.9298398271,20.1084673525,0.00203450520833,2.86661783854,4.60530598958,6.58772786458,8.29427083333,16.0852050781,95.5444335938,6.58772786458,0.0011655011655,0.0969454564619,-0.016649640168,1310.06366918,442.886687697,1256.79360498,5.44151693153,42,13.9298398271,5961.97144598,13.9298398271,5961.97144598,256305.344299,8.62426757812,5.9800815563,184.516286711,4.617938713225897,2.306521668775375,MaxxTurn45/1539937152.6355686,880
13.6591067259,19.8309289854,0.00203450520833,3.05297851563,4.74039713542,6.43513997396,8.09285481771,16.2890625,98.9908854167,6.43513997396,0.00114942528736,0.0955511960248,-0.0148791065936,1301.81708707,494.282531002,1177.20822915,5.21227342443,77,13.6591067259,5928.05231906,13.6591067259,5928.05231906,251835.80358,8.73107910156,5.97492804624,203.363404173,5.652382385250354,2.4470845856032004,MaxxTurn45/1539851420.6075547,651
13.5122468668,20.1642621231,0.00203450520833,2.75268554688,4.31030273438,6.30289713542,8.06315104167,15.0337727865,96.875,6.30289713542,0.000807754442649,0.0917208420385,-0.0200850173567,2617.31751977,872.66447697,2441.05759091,5.12781529024,344,13.5122468668,8350.56856368,13.5122468668,8350.56856368,364294.759312,7.87150065104,6.35614264001,180.185541873,5.587018563941593,2.470773404909349,MaxxTurn45/1539780906.367151,460
13.6883685066,20.434503629,0.00203450520833,2.91748046875,4.83805338542,6.48396809896,8.00577799479,15.1123046875,98.876953125,6.48396809896,0.00118764845606,0.102497380488,-0.0237512619996,1451.5880296,447.723432314,1402.94227968,5.22735523411,41,13.6883685066,5749.11477277,13.6883685066,5749.11477277,254262.327225,8.12784830729,5.9565827067,180.335810372,5.662400178485203,2.497585660390033,MaxxTurn45/1539948024.6751764,949
13.6092103984,20.1057846052,0.09765625,2.8466796875,4.65942382813,6.47684733073,8.076171875,15.6363932292,97.4548339844,6.47684733073,0.00113122171946,0.0947761527259,-0.0190974139287,1322.04359342,464.139547858,1223.42736198,5.36912424508,398,13.6092103984,6001.6617857,13.6092103984,6001.6617857,260134.063984,8.30841064453,6.03325559087,193.709830209,5.91414969754171,2.5090769526832313,MaxxTurn45/1539873566.4213674,826
13.801454748,20.0726856973,0.00203450520833,2.86173502604,4.89501953125,6.42903645833,8.52091471354,16.0343424479,98.8037109375,6.42903645833,0.00117924528302,0.0957553394955,-0.0134754117432,1233.3167618,477.829748254,1139.29161578,5.26656793927,232,13.801454748,5838.0153584,13.801454748,5838.0153584,251195.661736,8.40047200521,5.99495230885,192.030943413,5.282152625097622,2.406090954795346,MaxxTurn45/1539787210.2165296,526
13.6100900486,19.9953102089,0.0162760416667,2.80151367188,4.57316080729,6.45548502604,8.0126953125,15.2412923177,95.8333333333,6.45548502604,0.00112359550562,0.0973441087409,-0.0165279896745,1441.38396507,485.567090949,1371.58633929,5.36007515927,238,13.6100900486,6042.87998157,13.6100900486,6042.87998157,259946.094329,8.34757486979,6.01354979268,180.469694379,5.033646074952383,2.387846055470947,MaxxTurn45/1539860863.408783,690
14.1963878551,21.3339271475,0.0752766927083,2.79337565104,4.61954752604,6.41072591146,7.87841796875,15.6974283854,99.9471028646,6.41072591146,0.00112612612613,0.096349015484,-0.0181801537633,1395.67763078,437.426074326,1359.21031441,5.34046880669,399,14.1963878551,6288.99981983,14.1963878551,6288.99981983,291108.064349,7.99407958984,6.02242035405,251.699868124,4.976824627779791,2.392173700664658,MaxxTurn45/1539849142.707625,627
13.5740758105,19.6539806346,0.00203450520833,2.78361002604,4.86165364583,6.58569335938,8.02652994792,15.0382486979,95.9045410156,6.58569335938,0.00117096018735,0.100589330645,-0.0203148904205,1428.08031385,459.516760055,1333.5427837,5.31482973024,8,13.5740758105,5782.55629528,13.5740758105,5782.55629528,243231.947803,8.01595052083,5.96220324849,167.93746899,4.783090742467887,2.338121621913141,MaxxTurn45/1539784112.0106728,496
13.6126018286,19.4019419762,0.00406901041667,2.8564453125,4.70865885417,6.54500325521,8.28043619792,16.2434895833,98.8952636719,6.54500325521,0.00115473441109,0.0968374249869,-0.0188363530303,1334.62998199,526.603517065,1206.37802222,5.27561702508,77,13.6126018286,5880.64398997,13.6126018286,5880.64398997,242856.240318,8.78295898438,5.93702949691,176.056439486,5.477282752463049,2.415093253012538,MaxxTurn45/1539784851.4207761,505
14.213298616,20.246027053,0.00203450520833,2.91178385417,4.86165364583,6.73624674479,8.50260416667,17.0397949219,99.2858886719,6.73624674479,0.00111607142857,0.0948364024748,-0.0182930653772,1366.48025125,509.892267906,1250.8298032,5.60138411411,37,14.213298616,6353.34448133,14.213298616,6353.34448133,273730.02049,8.52661132812,6.03924668527,203.60138686,4.633127707517777,2.2774681323532855,MaxxTurn45/1539848764.2274735,624
13.5883220191,20.3892675062,0.00813802083333,2.83569335938,4.3994140625,6.15743001302,7.78889973958,15.3584798177,99.9654134115,6.15743001302,0.000809061488673,0.0875860750995,-0.0163682215479,2323.35346314,786.802345624,2181.03093717,5.00565263186,36,13.5883220191,8383.99468579,13.5883220191,8383.99468579,370609.677657,7.94626871745,6.32259580014,216.982052873,5.494660900902174,2.4583768617698656,MaxxTurn45/1539769191.682508,406
14.2673211851,20.4978480318,0.00203450520833,2.99072265625,5.06184895833,6.76981608073,8.4716796875,18.7520345052,93.271891276,6.76981608073,0.00117370892019,0.0924621206052,-0.0201142087107,1133.67890567,416.310432885,1050.82575005,5.54708959927,42,14.2673211851,6063.61150368,14.2673211851,6063.61150368,265283.80324,9.24733479818,5.99138103405,204.947256635,5.100571466960524,2.369943912338038,MaxxTurn45/1539950524.2165277,976
13.8623381314,20.1827036705,0.00406901041667,2.79459635417,4.84537760417,6.77591959635,8.30647786458,16.7997233073,94.8262532552,6.77591959635,0.00114155251142,0.0982138822381,-0.0185978279959,1422.46948432,543.555073598,1312.19974409,5.6436131812,245,13.8623381314,6057.84176343,13.8623381314,6057.84176343,262176.262786,8.3485921224,5.99873283382,194.080718305,4.86744927365602,2.3404642124415047,MaxxTurn45/1539950288.373055,973
13.8204318197,19.7969742465,0.00203450520833,2.97485351562,4.94750976562,6.54500325521,7.95939127604,17.4430338542,96.8037923177,6.54500325521,0.0011655011655,0.0962246689196,-0.0172712299247,1284.25917687,492.20101882,1220.06549817,5.24846976766,26,13.8204318197,5915.14481883,13.8204318197,5915.14481883,249682.701036,8.16853841146,5.97823114896,184.970085156,4.9825903834809635,2.3329270904589494,MaxxTurn45/1539853960.610241,672
13.5196388696,20.0178515286,0.00406901041667,2.63753255208,4.43766276042,6.49108886719,8.06111653646,16.3736979167,98.2564290365,6.49108886719,0.00116822429907,0.0993405783817,-0.0100133609441,1389.70618174,539.440883961,1260.19271128,5.63003955249,8,13.5196388696,5772.88579733,13.5196388696,5772.88579733,249335.152035,8.38877360026,5.95101347114,187.716629283,5.657511836792171,2.4623648155499627,MaxxTurn45/1539947011.7082918,937
15.3216997782,21.0262623483,0.00203450520833,1.02661132813,6.88557942708,8.09834798177,9.34000651042,22.3787434896,99.3998209635,8.09834798177,0.00130208333333,0.107358901419,-0.0188858793274,1326.12475075,534.743929692,1177.69518486,9.03400399663,324,15.3216997782,5868.21101507,15.3216997782,5868.21101507,259471.442186,12.2884114583,5.85991127889,205.341448498,4.30895375004625,2.1690540238978646,MaxxTurn45/1539778830.473645,439
14.2402758993,20.4216896346,0.054931640625,2.9638671875,4.8291015625,6.48600260417,8.39721679688,18.0777994792,99.3123372396,6.48600260417,0.00113895216401,0.0983969398523,-0.0207582814572,1436.94169742,487.211894771,1337.2597041,5.33896062572,79,14.2402758993,6237.24084389,14.2402758993,6237.24084389,271688.704424,9.66084798177,6.01699273944,176.51586606,4.791573289940876,2.3002680775143407,MaxxTurn45/1539870331.951634,787
14.3023772063,21.0768956283,0.00406901041667,2.87109375,4.91088867188,6.41784667969,7.85481770833,16.4278157552,99.1902669271,6.41784667969,0.00111111111111,0.0979880413887,-0.0161020733771,1504.57148561,535.38258717,1400.53749381,5.19266707185,346,14.3023772063,6421.76736563,14.3023772063,6421.76736563,291512.849857,8.33231608073,5.97656540262,206.904759057,4.895459030943745,2.350357757575975,MaxxTurn45/1539865495.732754,739
13.6842831433,19.5199235567,0.00203450520833,2.91219075521,4.77416992188,6.494140625,7.91625976562,18.330078125,98.8627115885,6.494140625,0.00114942528736,0.0992846809058,-0.0195649588013,1440.41399741,537.718111793,1326.66186286,5.17909344314,8,13.6842831433,5938.97888417,13.6842831433,5938.97888417,246823.826635,7.61922200521,5.96520826566,175.905616808,5.066009203223576,2.3509336900067166,MaxxTurn45/1539947296.644961,940
14.6254315788,21.1181211748,0.00203450520833,3.06681315104,4.91129557292,6.79219563802,8.37931315104,19.1642252604,98.9461263021,6.79219563802,0.00115740740741,0.0986885328538,-0.0185086075289,1395.5070967,482.126340003,1359.86867299,5.47922145572,42,14.6254315788,6303.56101048,14.6254315788,6303.56101048,284621.446592,8.38470458984,5.96688560334,204.733087836,4.810922920750877,2.3278238297770626,MaxxTurn45/1539788524.298326,541
13.6045324034,19.6838495528,0.00813802083333,2.69612630208,5.11067708333,6.42700195312,8.076171875,14.8392740885,99.1902669271,6.42700195312,0.0011655011655,0.107421888135,-0.0195200939183,1706.86486515,614.726195109,1658.74780001,5.47469691282,41,13.6045324034,5822.73986864,13.6045324034,5822.73986864,245231.019937,8.40861002604,5.94225751716,144.811024972,5.118094310040874,2.38158357445496,MaxxTurn45/1539869396.9930165,778
13.5270636464,19.7923531525,0.00203450520833,2.70751953125,4.66756184896,6.16251627604,7.88330078125,16.0925292969,98.8932291667,6.16251627604,0.00113895216401,0.0979195256098,-0.0151124468464,1418.75534442,560.726607128,1351.4277719,5.20322433863,7,13.5270636464,5924.85387711,13.5270636464,5924.85387711,251909.769513,8.02917480469,5.96215823552,185.892425304,5.098074215396089,2.3823139855152125,MaxxTurn45/1539850602.9188108,642
14.3118051382,20.6087228656,0.00203450520833,3.11726888021,4.84375,6.71183268229,8.37117513021,17.3706054688,99.6541341146,6.71183268229,0.00113122171946,0.105053811143,-0.0181541780725,1726.00856537,632.553871018,1663.16990636,5.32538699701,27,14.3118051382,6311.50606596,14.3118051382,6311.50606596,277835.153755,8.58052571615,5.96605049766,153.922191115,5.381737980781793,2.404411273069568,MaxxTurn45/1539932283.1509993,838
13.9342981741,21.087019195,0.01220703125,2.72623697917,4.27449544271,6.0068766276,7.81656901042,15.6290690104,99.1617838542,6.0068766276,0.00114678899083,0.100124538482,-0.0215860569978,1480.08537287,531.689557495,1407.058185,5.11725802347,234,13.9342981741,6061.41970573,13.9342981741,6061.41970573,278083.928865,7.9823811849,6.01405075889,208.096304988,4.723549862946219,2.342800297525257,MaxxTurn45/1539863231.172295,711
13.7150388775,20.1963297138,0.107828776042,2.74495442708,4.78312174479,6.22965494792,8.16080729167,16.2679036458,99.6887207031,6.22965494792,0.00113636363636,0.0924725958454,-0.01378369718,1224.06678378,437.773365377,1176.55096788,5.30578064443,9,13.7150388775,6020.90206724,13.7150388775,6020.90206724,261829.479407,8.21838378906,6.02649508389,210.113139111,5.411760831695842,2.434668614805307,MaxxTurn45/1539853463.1590164,666
13.6782879711,20.396944494,0.00813802083333,2.76163736979,4.56624348958,6.44022623698,8.01432291667,16.4286295573,99.9491373698,6.44022623698,0.000809061488673,0.0942152303258,-0.0196234619488,2785.882137,907.645427951,2609.83169023,5.11725802347,12,13.6782879711,8439.50367817,13.6782879711,8439.50367817,372318.864879,7.7875773112,6.299570163,173.806609697,5.692012531759044,2.4861394175717413,MaxxTurn45/1539774881.2323961,415
13.8354426859,20.3822653891,0.0162760416667,2.95817057292,5.06184895833,6.60400390625,8.15226236979,15.0044759115,99.9776204427,6.60400390625,0.00114678899083,0.0903607914923,-0.0133573159223,1124.09694253,428.378290759,1023.43589072,5.33292790185,8,13.8354426859,6018.41756838,13.8354426859,6018.41756838,264173.873742,7.97729492188,6.00649150003,209.537592393,5.48942775649077,2.45961564752486,MaxxTurn45/1539933245.806018,844
14.3434261232,20.176640037,0.00203450520833,2.98868815104,5.36092122396,6.89188639323,8.61002604167,19.9829101562,98.134358724,6.89188639323,0.00126262626263,0.0943332405926,-0.0151061753926,1007.31078706,331.291382216,1014.99758724,5.74466130604,355,14.3434261232,5665.65331867,14.3434261232,5665.65331867,242273.850946,8.79821777344,5.87132659289,224.893341214,5.065815591061494,2.338009773354138,MaxxTurn45/1539843926.4190855,572
13.2050820447,19.1703129115,0.0569661458333,2.74454752604,4.4677734375,6.201171875,8.10546875,15.1590983073,96.9645182292,6.201171875,0.00114678899083,0.0972034686604,-0.0171330949374,1369.75667312,468.078068047,1248.39813623,5.2560106725,41,13.2050820447,5744.21068944,13.2050820447,5744.21068944,235890.037877,8.2021077474,6.0160302227,168.922336208,5.612774209416127,2.4542415559659587,MaxxTurn45/1539788961.5123823,547
14.2610612202,20.495759259,0.01220703125,3.04036458333,4.60693359375,6.58365885417,8.19173177083,19.0405273438,99.9715169271,6.58365885417,0.00113895216401,0.0971222411121,-0.0196056838289,1388.58123495,427.172396408,1338.00355271,5.24846976766,79,14.2610612202,6246.34481443,14.2610612202,6246.34481443,273276.236318,8.82161458333,6.01383489351,196.207572869,4.9732089294910224,2.3408833254621957,MaxxTurn45/1539873107.7412717,820
13.391753166,19.5538563813,0.00203450520833,2.86214192708,4.39290364583,6.51448567708,7.96305338542,15.2327473958,99.4812011719,6.51448567708,0.000806451612903,0.0865111157757,-0.010054588661,2268.10557588,725.710072505,2198.92454073,5.29522337766,553,13.391753166,8289.49520972,13.391753166,8289.49520972,347866.905087,7.89235432943,6.33496526625,177.304052739,5.4910054436877385,2.4359376573293767,MaxxTurn45/1539776293.4380772,424
13.8225287422,19.4869918602,0.0101725260417,2.89713541667,4.80550130208,6.69759114583,8.203125,20.4264322917,96.9604492188,6.69759114583,0.00112107623318,0.0962748983277,-0.011084743539,1407.39831191,507.538701951,1374.34438357,5.5455814183,228,13.8225287422,6151.02529027,13.8225287422,6151.02529027,254199.355203,8.59832763672,6.04395852922,163.901564372,5.492603650458122,2.392543552437897,MaxxTurn45/1539936410.9095924,871
14.052658781,20.8724870949,0.00203450520833,2.93172200521,4.86857096354,6.46260579427,8.04443359375,14.8966471354,99.9959309896,6.46260579427,0.00114678899083,0.094588118171,-0.0117776708598,1273.74649345,400.27629932,1271.21958814,5.17306071927,337,14.052658781,6112.90656973,14.052658781,6112.90656973,275612.479527,8.26416015625,5.94803359724,216.291691787,5.615697875871824,2.4725152059845232,MaxxTurn45/1539869168.3061485,775
14.7270350891,21.1711325054,0.00203450520833,2.7099609375,5.126953125,6.81762695312,8.48388671875,20.4081217448,99.9816894531,6.81762695312,0.00112107623318,0.103450887684,-0.0174775482054,1694.41268465,562.354102836,1650.89746056,5.8261030783,244,14.7270350891,6553.53061465,14.7270350891,6553.53061465,296187.459826,9.38771565755,6.03891516469,224.796862026,4.483724127519261,2.2580777268132466,MaxxTurn45/1539855558.0707247,681
13.452155043,19.6604742956,0.00203450520833,2.86458333333,4.931640625,6.46667480469,8.07291666667,15.1062011719,97.4548339844,6.46667480469,0.000811688311688,0.0888858748331,-0.0151829327569,2393.8381163,917.237153128,2275.07446175,5.25450249153,12,13.452155043,8273.07535147,13.452155043,8273.07535147,349190.216247,7.87963867188,6.27839601842,156.522922914,5.479576110566276,2.444159734299817,MaxxTurn45/1539776535.7446442,427
13.7530676963,20.2745016326,0.00406901041667,2.71443684896,4.67488606771,6.46057128906,7.97688802083,15.956624349,98.5697428385,6.46057128906,0.00115207373272,0.104302623052,-0.015374551368,1626.57394882,545.789376155,1581.7884588,5.38722241669,243,13.7530676963,5955.07831251,13.7530676963,5955.07831251,260076.737362,8.16141764323,5.95961826485,158.067873354,5.156108140461454,2.392250909404551,MaxxTurn45/1539866545.9857836,751
13.9052067355,20.3256912466,0.00203450520833,2.79378255208,5.15706380208,6.70979817708,8.35286458333,16.7854817708,97.0336914062,6.70979817708,0.00114155251142,0.0999088592609,-0.0232579125435,1487.33555704,526.564489526,1421.1797829,5.72505495346,9,13.9052067355,6076.57534339,13.9052067355,6076.57534339,265228.828842,9.21274820964,5.9577860298,174.82461443,5.5948140189364395,2.446973412306877,MaxxTurn45/1539868643.7235901,769
13.4629774057,19.7939344387,0.00203450520833,2.83284505208,4.62972005208,6.396484375,7.95166015625,14.7281901042,99.9796549479,6.396484375,0.00114416475973,0.0914518773269,-0.0183731101474,1168.39335857,374.328106337,1121.26941512,5.19115889089,78,13.4629774057,5869.8581489,13.4629774057,5869.8581489,250031.749879,8.0322265625,5.97003809999,206.030363635,5.521198374343129,2.446706441628677,MaxxTurn45/1539954034.7019353,1015
14.0136770519,20.4804601825,0.00203450520833,2.75634765625,4.59309895833,6.29272460938,7.89957682292,16.7073567708,98.7019856771,6.29272460938,0.00127226463104,0.100884914846,-0.011816471739,1188.22024521,417.621844586,1150.22965568,5.33292790185,36,14.0136770519,5493.36140433,14.0136770519,5493.36140433,241602.681515,8.22143554688,5.89070353047,232.998860265,4.44751732947286,2.2697379246199922,MaxxTurn45/1539789722.2583816,556
14.0246290716,20.5431120671,0.0101725260417,2.7587890625,4.92553710938,6.69352213542,8.55631510417,16.5970865885,95.2982584635,6.69352213542,0.00115473441109,0.0930010073043,-0.01565720302,1197.13358254,442.631603295,1109.88856279,5.5923350283,218,14.0246290716,6058.63975895,14.0246290716,6058.63975895,267479.269389,8.27433268229,6.03872169195,215.821163951,4.822968609523437,2.350337477823536,MaxxTurn45/1539952728.4103582,1000
13.8012012402,20.0554797227,0.00203450520833,2.85237630208,4.55769856771,6.39038085938,8.01147460938,16.6153971354,95.127360026,6.39038085938,0.0011655011655,0.0909589364233,-0.0174906898036,1101.58604011,403.447385896,1026.31294002,5.28466611088,102,13.8012012402,5906.91413079,13.8012012402,5906.91413079,253864.11402,8.15633138021,5.96286594213,217.963400786,4.617145868478403,2.3008072716328343,MaxxTurn45/1539784344.802912,499
13.7450423551,19.8899160606,0.00203450520833,2.94881184896,4.69930013021,6.35172526042,8.05989583333,16.3041178385,98.154703776,6.35172526042,0.00114942528736,0.10146452483,-0.0204660694143,1523.79161018,490.282504447,1448.69098818,5.13083165218,7,13.7450423551,5965.34838212,13.7450423551,5965.34838212,253877.094595,8.17464192708,5.96462741155,165.42010667,5.034013249188352,2.3599142839384477,MaxxTurn45/1539853229.2547057,663
13.5585293162,19.6967118284,0.00203450520833,2.62166341146,4.84008789062,6.53889973958,8.00903320312,16.8078613281,95.1802571615,6.53889973958,0.00114416475973,0.0932818661056,-0.0179231693655,1233.39668215,436.320007353,1127.13748448,5.46263146507,221,13.5585293162,5911.51878188,13.5585293162,5911.51878188,249486.093612,7.91625976562,6.00697033398,188.13028329,5.2424801673376695,2.3880115860473143,MaxxTurn45/1539865728.2194202,742
14.0678351475,20.4367159969,0.00203450520833,2.8759765625,4.93774414062,6.59586588542,8.27921549479,16.5584309896,99.9816894531,6.59586588542,0.000821018062397,0.0909890630782,-0.0224261607581,2473.92428716,842.438385355,2372.16049907,5.43548420766,110,14.0678351475,8553.24376967,14.0678351475,8553.24376967,374460.418642,8.75447591146,6.2676447531,183.387404176,5.099911580535778,2.3736063632062088,MaxxTurn45/1539782568.4848485,478
14.5562594819,21.3957132847,0.0142415364583,2.60213216146,4.66715494792,6.75862630208,8.16040039062,17.8161621094,99.599202474,6.75862630208,0.00114678899083,0.100080115248,-0.0150711226591,1478.38304905,554.960036527,1371.68820523,5.62249864765,238,14.5562594819,6331.97287463,14.5562594819,6331.97287463,291514.522814,8.21278889974,6.02358948156,231.545738217,4.3309286484446705,2.256707309179193,MaxxTurn45/1539951397.8529685,985
14.112305254,20.239392326,0.006103515625,2.83813476562,4.70784505208,6.78304036458,8.31095377604,17.8894042969,93.4549967448,6.78304036458,0.00116009280742,0.101192429566,-0.0257157029693,1481.69127249,499.246280377,1401.80793686,5.61948228572,81,14.112305254,6068.2912592,14.112305254,6068.2912592,261978.926522,8.6924235026,5.99492032673,189.891878696,4.35675988899102,2.2495211874584853,MaxxTurn45/1539783889.6511242,493
13.8010405915,19.5394879521,0.00203450520833,2.98665364583,5.10864257813,6.87459309896,8.30932617188,17.0454915365,97.5728352865,6.87459309896,0.00113895216401,0.101958471929,-0.0171019600033,1575.40397057,569.51902785,1479.98513572,5.61344956185,240,13.8010405915,6044.85577907,13.8010405915,6044.85577907,250840.484868,8.50321451823,5.94984221159,151.522409427,5.07919186627452,2.3680827891070244,MaxxTurn45/1539846534.119446,609
13.5987073024,19.6169381996,0.00406901041667,2.91219075521,4.90478515625,6.44734700521,7.80965169271,16.826171875,99.9877929688,6.44734700521,0.00114416475973,0.0960950576996,-0.0183713155947,1335.83614055,458.626551805,1288.12252694,5.24243704379,79,13.5987073024,5929.03638384,13.5987073024,5929.03638384,248595.534455,8.9599609375,5.99583628067,169.81175448,5.513378088579117,2.4236987024672727,MaxxTurn45/1539938886.8533099,901
14.0233656939,20.8989730015,0.00406901041667,2.75349934896,4.58862304688,6.53686523438,8.22469075521,16.9950358073,98.3662923177,6.53686523438,0.00117647058824,0.098214892515,-0.0199184318151,1326.91113397,461.436200172,1220.05276476,5.33594426379,76,14.0233656939,5945.90705423,14.0233656939,5945.90705423,268767.522536,8.24584960938,5.95133910494,201.453630549,5.1831362727397785,2.401409582817354,MaxxTurn45/1539873336.5023072,823
13.0694215117,18.503814004,0.00203450520833,2.98217773438,5.27547200521,6.96614583333,8.50382486979,15.2921549479,99.7985839844,6.96614583333,0.000495540138751,0.0651639742313,-0.00814079307699,3324.23587654,1226.25824921,2983.29424693,5.58931866636,595,13.0694215117,13173.9768838,13.0694215117,13173.9768838,517477.328417,8.13802083333,6.75801953606,176.460989294,6.713366425480276,2.6006301687628444,MaxxTurn45/1539777913.114158,436
13.3027562778,19.4786294319,0.0162760416667,2.73030598958,4.38842773438,6.36189778646,7.60294596354,15.9851074219,94.9361165365,6.36189778646,0.00116009280742,0.100520119912,-0.020320951585,1456.32385556,502.01699859,1385.13816829,5.20624070056,238,13.3027562778,5720.18519945,13.3027562778,5720.18519945,239420.504851,7.64770507812,5.96538593975,167.017464201,5.209531157820058,2.394465063576861,MaxxTurn45/1539867478.8608363,763
14.2074642368,20.8304364059,0.00406901041667,3.00333658854,4.78637695313,6.396484375,8.26985677083,18.4065755208,99.7517903646,6.396484375,0.00112866817156,0.0995441893828,-0.0190090508637,1512.08412333,550.131784436,1543.59492968,5.14289709992,28,14.2074642368,6279.69919266,14.2074642368,6279.69919266,281207.383478,8.26314290365,6.01805167809,174.317658259,5.263614157152713,2.4054879404698273,MaxxTurn45/1539862764.7881565,705
13.9242795914,20.2596574857,0.00406901041667,2.82267252604,5.00122070312,6.63655598958,8.38948567708,15.8414713542,99.892171224,6.63655598958,0.00119047619048,0.0918285956539,-0.0132482841902,1075.38633538,378.629842161,1101.72598121,5.51390961798,379,13.9242795914,5834.27314879,13.9242795914,5834.27314879,253412.045381,7.98543294271,5.92288275337,231.563650424,5.124442784435974,2.387260844543781,MaxxTurn45/1539954755.0278454,1024
13.4032146836,19.7197177178,0.00406901041667,2.69490559896,4.47062174479,6.35172526042,7.84545898438,14.9633789063,98.0712890625,6.35172526042,0.00112866817156,0.0946215996137,-0.0152784082776,1323.2364882,441.153039486,1243.1508016,5.50184417024,42,13.4032146836,5924.22089013,13.4032146836,5924.22089013,251462.582544,8.53474934896,5.96910232436,180.062395349,5.12169207818031,2.3889864001582906,MaxxTurn45/1539867009.0027378,757
13.9096540746,20.7579182577,0.00406901041667,2.64322916667,4.59431966146,6.4208984375,8.09692382812,15.7482910156,99.9938964844,6.4208984375,0.000813008130081,0.0867566034179,-0.0159989235738,2242.94495189,762.566046075,2127.38204441,5.4988278083,554,13.9096540746,8540.52760178,13.9096540746,8540.52760178,383556.441652,8.40047200521,6.27172922556,216.95279446,5.087237806130696,2.397234020539283,MaxxTurn45/1539767578.14983,391
13.0849981451,19.6789470321,0.00203450520833,2.76692708333,4.17602539063,6.18998209635,7.77221679688,13.2450358073,97.3205566406,6.18998209635,0.00112612612613,0.0958701889939,-0.0127776007022,1377.41042937,509.810596292,1296.47144147,5.03883261315,243,13.0849981451,5796.65417829,13.0849981451,5796.65417829,247577.029984,7.55513509115,6.00977531146,191.547464245,5.780787582752252,2.4988992611048038,MaxxTurn45/1539863963.378872,720
13.5683869435,20.3951594789,0.00203450520833,2.70589192708,4.4287109375,6.42598470052,8.21736653646,15.7454427083,99.814860026,6.42598470052,0.000814332247557,0.0940322236354,-0.0165934008675,2732.98087742,884.562136364,2637.47649621,5.36309152121,338,13.5683869435,8317.42119639,13.5683869435,8317.42119639,368023.121282,7.92083740234,6.26048051034,167.728545479,5.641625921470897,2.483319684460045,MaxxTurn45/1539782803.8778186,481
13.4239278814,19.7690726744,0.00203450520833,3.00699869792,4.9658203125,6.48498535156,7.98787434896,14.9336751302,97.1415201823,6.48498535156,0.00115207373272,0.0925722126027,-0.0135906176637,1188.56652751,357.341388334,1189.80972078,5.05843896573,245,13.4239278814,5812.56077264,13.4239278814,5812.56077264,247431.027955,7.80029296875,5.95584184573,204.556441071,5.907822518355191,2.5298224998206584,MaxxTurn45/1539938375.6591463,895
13.9765325582,20.8362327037,0.00406901041667,2.6904296875,4.96378580729,6.35782877604,7.93212890625,15.5843098958,99.9389648438,6.35782877604,0.00117924528302,0.103535223203,-0.0175121501665,1514.02863584,527.244637834,1394.43243179,5.42341875991,74,13.9765325582,5912.07327213,13.9765325582,5912.07327213,266470.482995,8.13496907552,5.99618638466,192.724317254,5.264424723564474,2.4148923762293886,MaxxTurn45/1539953278.8101358,1006
