mean,std,min,20%,40%,50%,60%,80%,max,median,acfmean,acfstd,acfmedian,qstatmean,qstatstd,qstatmedian,mda,max_index,sma_sim,sma_adv,sma_sim_abs,sma_adv_abs,energy,iqr,entropy,autoreg_coeff,kurtosis,skewness,trace:id,qr
13.9071916586,20.4361007318,0.00203450520833,2.8076171875,4.82788085938,6.39953613281,8.17057291667,16.4815266927,98.8423665365,6.39953613281,0.00114678899083,0.0895072888129,-0.00870676850264,1094.71254299,421.003064735,1085.88649924,5.28164974895,31,13.9071916586,6049.62837149,13.9071916586,6049.62837149,265997.633913,8.36741129557,5.96035659345,226.501727182,5.377630747606975,2.4202553809949188,MaxxTurn45/1539785330.3479466,511
13.8696209278,20.4020125562,0.00203450520833,2.71362304688,4.79736328125,6.47176106771,8.369140625,16.6381835938,98.6246744792,6.47176106771,0.000816993464052,0.0909637071997,-0.0194122962197,2499.58835816,874.868114434,2381.75012326,5.50184417024,13,13.8696209278,8474.33838688,13.8696209278,8474.33838688,372052.16051,8.33892822266,6.27160293178,181.874250521,5.224101503753866,2.4041294176224834,MaxxTurn45/1539779647.7070727,448
13.7801739935,20.0026897146,0.00813802083333,2.96305338542,4.91536458333,6.38834635417,7.85115559896,16.5600585938,99.9165852865,6.38834635417,0.00114416475973,0.0946930054414,-0.013047607518,1284.40142939,481.239509425,1207.62264093,5.10670075669,5,13.7801739935,6008.15586116,13.7801739935,6008.15586116,257430.238119,8.06681315104,5.97777508267,164.417275439,4.935437479764162,2.34937441323187,MaxxTurn45/1539864243.8894439,724
14.4326024408,20.9345430711,0.00203450520833,2.81901041667,4.87752278646,6.60400390625,8.25032552083,17.3547363281,99.4506835938,6.60400390625,0.00111856823266,0.0983434152265,-0.0256329213394,1495.68163959,527.195093493,1372.99492123,5.41738603604,41,14.4326024408,6436.94068857,14.4326024408,6436.94068857,288571.877649,8.84195963542,6.02018818506,202.647510247,4.742017993571538,2.317216747985916,MaxxTurn45/1539788212.9184132,538
13.4345301875,19.4695415023,0.0590006510417,2.91951497396,4.25618489583,6.23372395833,8.24869791667,16.0603841146,96.6369628906,6.23372395833,0.00115740740741,0.0957284577227,-0.0142007438335,1287.35949235,440.353294846,1208.50887167,5.08256986121,388,13.4345301875,5790.28251083,13.4345301875,5790.28251083,241346.384746,8.65987141927,5.98898678974,194.640200096,5.3084732192800494,2.4053088216078113,MaxxTurn45/1539784573.107643,502
14.0558321344,20.4859164351,0.0101725260417,2.79418945312,4.66023763021,6.13403320312,8.1103515625,16.1661783854,98.0692545573,6.13403320312,0.0011655011655,0.0960039158006,-0.0232310454221,1276.39464453,465.959100603,1182.26961091,5.1579789096,212,14.0558321344,6015.89615354,14.0558321344,6015.89615354,264375.939386,8.12174479167,5.97176823819,218.294871144,4.622472530015908,2.2950126557078074,MaxxTurn45/1539785111.3025906,508
14.5708758228,20.3458028534,0.00203450520833,3.50789388021,5.83048502604,7.35371907552,8.59944661458,16.845296224,99.9084472656,7.35371907552,0.00125628140704,0.0903376440293,-0.0137830934297,901.730587684,308.053494689,872.955098783,5.61043319991,5,14.5708758228,5784.63770165,14.5708758228,5784.63770165,248838.370471,8.53068033854,5.9198111939,232.97422621,5.3807309737605955,2.41182653381812,MaxxTurn45/1539843032.6787276,563
13.7134302442,20.4809215392,0.124104817708,2.84301757812,4.67203776042,6.45345052083,8.03955078125,15.0541178385,99.7436523438,6.45345052083,0.00116822429907,0.0901810395648,-0.0124458519371,1069.47731283,421.020876802,946.539217849,5.3585669783,324,13.7134302442,5855.63471429,13.7134302442,5855.63471429,259601.795168,8.33028157552,6.01701612387,211.431432081,5.540395831007963,2.4666619427264114,MaxxTurn45/1539951131.9031782,982
13.1839179552,19.612847048,0.00406901041667,2.94555664063,4.57926432292,6.298828125,7.79947916667,13.8879394531,99.501546224,6.298828125,0.00115473441109,0.0970867732045,-0.0171475126049,1343.75890565,458.509985601,1240.30221229,5.04637351798,7,13.1839179552,5695.45255665,13.1839179552,5695.45255665,241436.943267,7.81860351562,5.95247961062,198.88485487,5.697437073558085,2.495470979892342,MaxxTurn45/1539869632.805362,781
12.9754671113,19.5419042444,0.0996907552083,2.81127929688,4.09545898438,6.18082682292,7.79459635417,15.3845214844,98.2157389323,6.18082682292,0.00113895216401,0.0924554658884,-0.0190311449425,1216.9099456,373.143330338,1198.89325412,5.04034079411,5,12.9754671113,5683.25459474,12.9754671113,5683.25459474,241177.323241,7.56022135417,5.98106452505,202.729551815,6.0312766541656,2.5452866908572216,MaxxTurn45/1539954521.26221,1021
13.7942223109,19.9314640981,0.00203450520833,2.734375,4.91129557292,6.4208984375,8.20719401042,16.982014974,95.3918457031,6.4208984375,0.00117370892019,0.0955468846707,-0.0173946873685,1239.67128514,464.919467252,1181.22800189,5.5033523512,40,13.7942223109,5862.54448212,13.7942223109,5862.54448212,249896.408427,8.25347900391,5.93765472421,185.758722273,4.8163068324318825,2.331302989981353,MaxxTurn45/1539948750.4873638,955
13.018070485,19.0922374276,0.0508626302083,2.95369466146,4.97924804688,6.34969075521,8.25764973958,13.5990397135,97.7742513021,6.34969075521,0.00119331742243,0.0978437876601,-0.0237189250401,1271.02404683,424.455634035,1274.89815916,5.03129170831,65,13.018070485,5441.55346272,13.018070485,5441.55346272,223374.652221,7.65075683594,5.99485940036,166.306041612,6.265146650742475,2.5843994804228365,MaxxTurn45/1539789482.7455406,553
13.4515304803,19.9242281278,0.079345703125,2.64200846354,4.09016927083,6.15030924479,7.83976236979,16.016031901,98.8708496094,6.15030924479,0.00116822429907,0.0901625038815,-0.0111612213352,1068.86066485,396.389904018,973.559518653,5.22735523411,380,13.4515304803,5743.80351509,13.4515304803,5743.80351509,246952.159719,8.16955566406,5.99635954837,208.883458025,5.1298742153541905,2.3760560250930265,MaxxTurn45/1539874020.3838706,832
14.0978676071,20.1428791208,0.00406901041667,2.85278320312,4.86165364583,6.982421875,8.44604492188,17.4763997396,97.7966308594,6.982421875,0.00118483412322,0.10271695625,-0.0221778443613,1467.55753881,487.202130953,1409.47813717,5.9241348412,39,14.0978676071,5935.2022626,14.0978676071,5935.2022626,254687.124466,9.49249267578,5.95258898185,180.60287688,5.006167208099701,2.364385617681738,MaxxTurn45/1539953538.7255042,1009
13.9756397534,20.4736143929,0.006103515625,2.89428710938,4.775390625,6.39343261719,8.10872395833,16.4831542969,98.8362630208,6.39343261719,0.00115207373272,0.0931049665313,-0.0124366951659,1207.32784109,471.839242898,1089.3547182,5.22433887218,7,13.9756397534,6051.45201324,13.9756397534,6051.45201324,266268.359601,8.29823811849,5.96721235901,218.658834978,4.777697461122447,2.341075851459455,MaxxTurn45/1539940147.177461,916
13.8751177837,20.8289095224,0.0528971354167,2.73966471354,4.50927734375,6.54093424479,8.04280598958,16.1971028646,99.3570963542,6.54093424479,0.000810372771475,0.093153714854,-0.0218871885795,2699.80710819,997.270461268,2451.78405979,5.50184417024,337,13.8751177837,8547.07255474,13.8751177837,8547.07255474,386031.735982,8.64664713542,6.31502773429,189.982147621,5.656090134900106,2.489952750576355,MaxxTurn45/1539777050.611705,433
12.887820682,19.2611074793,0.00406901041667,2.81209309896,4.30582682292,5.97941080729,7.4755859375,14.033610026,98.0041503906,5.97941080729,0.00112612612613,0.0879616910837,-0.015508008752,1088.86652389,354.211336775,1085.21325178,4.81260546799,80,12.887820682,5709.30456213,12.887820682,5709.30456213,238095.275106,7.5434366862,6.02359884086,209.792178381,6.03124250791247,2.543989579747919,MaxxTurn45/1539866294.9194806,748
13.1373052487,19.9670284976,0.00406901041667,2.66194661458,4.61466471354,6.14217122396,7.80843098958,13.5701497396,99.6643066406,6.14217122396,0.00114942528736,0.0991957545846,-0.01805293114,1437.05106412,510.999592928,1374.69889835,5.17004435734,9,13.1373052487,5701.59047795,13.1373052487,5701.59047795,248104.20983,7.763671875,6.03590055873,202.082510201,5.842672595554042,2.536190142897613,MaxxTurn45/1539936909.149092,877
13.7655686189,20.4542329018,0.054931640625,2.74983723958,4.69604492188,6.36088053385,8.0859375,15.5806477865,99.0458170573,6.36088053385,0.000816993464052,0.086033077003,-0.0134314531726,2171.11676857,754.395420136,2073.01591068,5.17306071927,529,13.7655686189,8410.76242617,13.7655686189,8410.76242617,371595.936434,8.28704833984,6.29510978105,193.395785966,5.072098437648419,2.4003785096568264,MaxxTurn45/1539776780.647135,430
13.4593843221,19.8232107271,0.006103515625,2.70670572917,4.23502604167,6.38224283854,7.81372070312,16.4530436198,97.422281901,6.38224283854,0.00115473441109,0.0944790221136,-0.0198105255724,1249.44724205,413.524734334,1203.93584832,5.39023877862,41,13.4593843221,5814.45402714,13.4593843221,5814.45402714,248198.709687,8.11360677083,5.97126556003,193.626645973,5.572208342332168,2.4388255473788947,MaxxTurn45/1539862997.7963278,708
13.9240640433,20.4013062011,0.00203450520833,2.76692708333,4.94995117188,6.48498535156,7.861328125,16.6381835938,97.3999023438,6.48498535156,0.00129533678756,0.0971014825534,-0.0218845212255,1027.029222,371.514639082,966.62112946,5.25299431056,66,13.9240640433,5360.76465666,13.9240640433,5360.76465666,235079.628424,8.60595703125,5.84018168259,211.818893582,5.152553925841074,2.392135016079583,MaxxTurn45/1539789942.2105412,559
14.2339047199,20.6835375303,0.00813802083333,2.97078450521,4.73225911458,6.43717447917,8.08959960938,16.2577311198,99.7884114583,6.43717447917,0.00115207373272,0.0929521654508,-0.0106832812923,1201.93582972,454.410894405,1138.06096394,5.18965070992,80,14.2339047199,6163.28074372,14.2339047199,6163.28074372,273171.332735,8.39182535807,5.9775779838,216.970213961,4.932635751500214,2.339423268458159,MaxxTurn45/1539855082.6318893,678
13.7277176836,19.7304678641,0.006103515625,3.01920572917,4.45556640625,6.40869140625,8.28857421875,17.9056803385,99.7212727865,6.40869140625,0.00116009280742,0.0918365911523,-0.0103136991227,1143.8759837,439.250443514,1103.26419117,5.07955349927,76,13.7277176836,5902.91860393,13.7277176836,5902.91860393,248617.336055,8.36791992188,5.93601215942,213.758459296,5.391445764054163,2.398387426958705,MaxxTurn45/1539787493.6799,529
13.1868963372,19.334909726,0.00203450520833,2.95003255208,4.81323242188,6.57857259115,7.70833333333,14.8795572917,98.8138834635,6.57857259115,0.00114155251142,0.101958134221,-0.0254183354643,1567.24259071,536.93133325,1435.1417143,5.27260066314,40,13.1868963372,5762.67369937,13.1868963372,5762.67369937,239533.201742,7.72145589193,5.96427418092,172.068043248,6.044280198682964,2.525498413749178,MaxxTurn45/1539949020.0393448,958
13.6527373412,20.3928159021,0.00406901041667,2.60701497396,4.63745117188,6.39851888021,7.99886067708,15.7702636719,99.794514974,6.39851888021,0.00116822429907,0.0942791894738,-0.0129970570544,1208.92737199,404.04117148,1134.52147558,5.55161414217,388,13.6527373412,5829.71884469,13.6527373412,5829.71884469,257353.200954,8.12683105469,5.95907932364,204.905729534,5.410985944125688,2.442548024344041,MaxxTurn45/1539950052.0751345,970
14.0536600986,20.2913361128,0.00406901041667,2.82389322917,5.19816080729,6.77286783854,8.24829101562,17.1232096354,97.5626627604,6.77286783854,0.0011655011655,0.0980392585369,-0.0181095970864,1349.59008148,433.576039485,1330.29260881,5.4988278083,7,14.0536600986,6014.96652219,14.0536600986,6014.96652219,260953.801862,8.52254231771,5.9331938657,180.393198429,5.007173179985388,2.368375697219276,MaxxTurn45/1539852669.8982103,657
13.4727472154,19.6736827813,0.00813802083333,2.6708984375,4.55444335938,6.31103515625,7.56754557292,17.0943196615,98.193359375,6.31103515625,0.00115473441109,0.105815092557,-0.0178659235033,1678.10632177,645.849295483,1501.45181978,5.38420605475,40,13.4727472154,5820.22679706,13.4727472154,5820.22679706,245803.198376,8.16853841146,5.99347556926,160.966093511,5.741913184681245,2.4470838988652366,MaxxTurn45/1539872864.8581455,817
14.007245422,20.4941975671,0.006103515625,2.81372070312,4.84822591146,6.69962565104,8.39233398438,17.6920572917,93.8557942708,6.69962565104,0.00113378684807,0.0989991299032,-0.0169090278406,1475.31562687,494.406863749,1398.94527946,5.58630230443,220,14.007245422,6163.1879857,14.007245422,6163.1879857,271330.828547,8.14005533854,6.0025672202,184.439008015,5.163909925344354,2.3905035728545965,MaxxTurn45/1539871358.5164235,799
13.4549236151,20.2232380203,0.00203450520833,2.56429036458,4.57478841146,6.29374186198,7.73885091146,14.5332845052,97.3673502604,6.29374186198,0.00115207373272,0.0998307753278,-0.0199630022626,1453.44123995,517.613140394,1362.56762291,5.49581144636,304,13.4549236151,5825.98192534,13.4549236151,5825.98192534,255657.237917,8.71836344401,5.99517745389,187.291400127,5.7194190554067905,2.5029059080459195,MaxxTurn45/1539864720.4634354,730
13.930762312,20.226598634,0.0406901041667,2.79663085938,4.98087565104,6.63655598958,8.15022786458,18.7101236979,99.1149902344,6.63655598958,0.00113895216401,0.0887747575573,-0.00817245928524,1087.47380665,437.7774668,977.568990673,5.53200778959,393,13.930762312,6101.67389264,13.930762312,6101.67389264,264387.53287,8.75345865885,6.0134170118,221.733687024,5.3499230840820715,2.400371822720093,MaxxTurn45/1539939170.7213504,904
13.7367091408,20.5866802608,0.00813802083333,2.66398111979,4.5068359375,6.21744791667,7.72867838542,16.0526529948,99.2940266927,6.21744791667,0.00114416475973,0.0972709778123,-0.0176302115112,1379.55802947,432.486887041,1294.59024719,5.26355157734,80,13.7367091408,5989.20518539,13.7367091408,5989.20518539,267242.439008,7.99763997396,6.0026006715,180.026099256,5.457243343948381,2.4365395742547094,MaxxTurn45/1539871118.8928962,796
14.0913087826,20.7756275055,0.00813802083333,3.05582682292,4.90112304688,6.67317708333,7.99357096354,16.6707356771,99.6785481771,6.67317708333,0.00116009280742,0.0968544261348,-0.0191349796995,1320.98537152,460.735261352,1248.22194344,5.25148612959,224,14.0913087826,6059.2627765,14.0913087826,6059.2627765,271180.988008,7.85013834635,5.97624935327,244.74358617,5.055377604071426,2.390689391313841,MaxxTurn45/1539852241.4985137,654
14.1200731777,20.3084770203,0.00406901041667,2.79052734375,5.04109700521,6.56941731771,8.17342122396,18.5050455729,99.8657226562,6.56941731771,0.0011655011655,0.0989633286402,-0.0183957097034,1383.32851659,486.325019187,1388.19713803,5.50787689411,26,14.1200731777,6043.39132005,14.1200731777,6043.39132005,262054.35839,8.64054361979,5.95802447481,200.525408959,5.015312685436644,2.3439647993687016,MaxxTurn45/1539935337.7276201,865
13.5994521381,20.3156660585,0.00203450520833,2.63916015625,4.32820638021,6.27950032552,7.95247395833,16.5787760417,97.5362141927,6.27950032552,0.00113122171946,0.10257043914,-0.0202603159698,1624.59202827,535.8352173,1545.18230604,5.37666514992,79,13.5994521381,5997.35839291,13.5994521381,5997.35839291,263758.026262,8.36842854818,5.98307298956,162.720008377,5.629265935864719,2.4600066731464714,MaxxTurn45/1539872630.812847,814
13.5167230295,19.5913159575,0.00203450520833,2.8466796875,4.77864583333,6.43513997396,8.06681315104,16.7211914062,99.2879231771,6.43513997396,0.000823723228995,0.0917550412838,-0.0139271814458,2507.57012479,794.448915324,2412.4010633,5.24846976766,549,13.5167230295,8191.13415588,13.5167230295,8191.13415588,343494.708017,8.35266113281,6.26118013159,142.89271329,5.843893632438055,2.4798510965864784,MaxxTurn45/1539767836.4780653,394
14.0486292162,20.9176823012,0.00203450520833,2.73274739583,4.53938802083,6.57755533854,8.14412434896,16.4803059896,99.3570963542,6.57755533854,0.00113895216401,0.0992577379412,-0.021176450116,1469.95598353,419.64916672,1390.65767324,5.56820413282,398,14.0486292162,6153.2995967,14.0486292162,6153.2995967,278289.440063,8.57340494792,5.98980482135,188.425340444,5.352992659964768,2.438774432106816,MaxxTurn45/1539863465.9748561,714
13.7312230056,20.6196123793,0.00203450520833,2.63549804688,4.51049804688,6.27237955729,8.29142252604,15.3401692708,99.4608561198,6.27237955729,0.000813008130081,0.0920009352988,-0.0199755188507,2599.24965785,839.623732425,2493.85287449,5.38420605475,112,13.7312230056,8430.97092543,13.7312230056,8430.97092543,377009.495025,7.99662272135,6.3042505112,184.901814178,5.371039256310404,2.4524714926272235,MaxxTurn45/1539780437.5640476,457
13.4830020312,19.9943254808,0.00203450520833,2.81819661458,4.75056966146,6.55212402344,7.81778971354,13.9489746094,99.4160970052,6.55212402344,0.00113122171946,0.0974771451416,-0.0201543223444,1424.18129541,503.751547148,1351.17993941,5.12932347121,9,13.4830020312,5946.00389576,13.4830020312,5946.00389576,256651.68963,7.38321940104,5.97504469,184.235498499,6.059991817438988,2.525981825777473,MaxxTurn45/1539937394.4538643,883
13.9952763604,20.1419336513,0.00203450520833,2.81168619792,5.06795247396,6.74235026042,8.49202473958,17.7042643229,98.3866373698,6.74235026042,0.00116009280742,0.0961926608902,-0.0209416551853,1297.0884923,458.768322488,1224.28860526,5.74013676314,80,13.9952763604,6017.96883497,13.9952763604,6017.96883497,258868.925956,9.09423828125,5.98484530781,205.863180631,5.058827300932677,2.363040941541829,MaxxTurn45/1539949540.1394966,964
13.7694756371,20.4292619673,0.111897786458,2.84830729167,4.677734375,6.41886393229,8.22306315104,16.084391276,99.3408203125,6.41886393229,0.00113895216401,0.0915759884125,-0.01272047085,1185.5041139,460.947700308,1182.31787009,5.24545340572,305,13.7694756371,6031.03032905,13.7694756371,6031.03032905,266035.101745,7.666015625,5.95895960357,202.389604943,5.482535196166776,2.4475431604220774,MaxxTurn45/1539785865.0524201,517
13.7931577621,19.8272199601,0.0773111979167,3.0029296875,5.01790364583,6.57552083333,8.12703450521,17.7197265625,97.8841145833,6.57552083333,0.00115207373272,0.0969096246749,-0.01270293684,1344.441476,505.657703262,1344.94965176,5.27109248217,6,13.7931577621,5972.43731099,13.7931577621,5972.43731099,252789.397289,8.24737548828,5.96584722166,176.922663209,5.659443460098153,2.432904144958729,MaxxTurn45/1539934738.9239945,859
13.7711913267,20.3708266212,0.006103515625,2.78727213542,4.67610677083,6.38224283854,8.24422200521,16.1539713542,99.0580240885,6.38224283854,0.000814332247557,0.0923504493067,-0.0234875958634,2614.23180262,854.907398258,2535.7637763,5.32991153992,37,13.7711913267,8441.74028328,13.7711913267,8441.74028328,370819.430124,8.57747395833,6.31683105843,178.789660268,5.499403643139214,2.4531474422131785,MaxxTurn45/1539780158.398311,454
12.3379831025,17.621304263,0.00203450520833,3.08919270833,5.22786458333,5.99365234375,7.54842122396,14.7001139323,98.9237467448,5.99365234375,0.000909090909091,0.0796986779927,-0.00788987504353,1379.18907311,453.726457948,1388.84449473,4.56677197025,189,12.3379831025,6773.55272328,12.3379831025,6773.55272328,254194.394669,7.23317464193,6.21573967015,159.71107169,7.780796177155532,2.7795001398015913,MaxxTurn45/1539868343.1140091,766
