,value,timestamp
2018-10-18 13:58:45.304,0.0,1539871125.304
2018-10-19 08:32:53.393,0.38,1539937973.393
2018-10-19 08:33:05.259,0.4,1539937985.259
2018-10-19 08:33:31.948,0.2,1539938011.948
2018-10-19 08:36:10.405,0.386,1539938170.405
2018-10-19 08:36:16.531,0.4,1539938176.531
2018-10-19 08:36:30.236,0.386,1539938190.236
2018-10-19 08:36:31.135,0.0,1539938191.135
2018-10-18 08:44:04.238,0.38,1539852244.238
2018-10-18 08:44:16.177,0.4,1539852256.177
2018-10-18 08:44:42.747,0.2,1539852282.747
2018-10-18 08:47:10.887,0.386,1539852430.887
2018-10-18 08:47:17.002,0.4,1539852437.002
2018-10-18 08:47:30.823,0.386,1539852450.823
2018-10-18 08:47:31.632,0.0,1539852451.632
2018-10-17 13:08:53.188,0.38,1539781733.188
2018-10-17 13:09:04.990,0.4,1539781744.99
2018-10-17 13:09:31.701,0.2,1539781771.701
2018-10-17 13:12:11.673,0.386,1539781931.673
2018-10-17 13:12:17.831,0.4,1539781937.831
2018-10-17 13:12:31.493,0.386,1539781951.493
2018-10-17 13:12:32.293,0.0,1539781952.293
2018-10-19 11:34:04.886,0.38,1539948844.886
2018-10-19 11:34:16.867,0.4,1539948856.867
2018-10-19 11:34:43.507,0.2,1539948883.507
2018-10-19 11:37:42.154,0.386,1539949062.154
2018-10-19 11:37:48.278,0.4,1539949068.278
2018-10-19 11:38:01.978,0.386,1539949081.978
2018-10-19 11:38:02.779,0.0,1539949082.779
2018-10-18 14:53:09.583,0.38,1539874389.583
2018-10-18 14:53:21.437,0.4,1539874401.437
2018-10-18 14:53:48.069,0.2,1539874428.069
2018-10-18 14:56:21.300,0.386,1539874581.3
2018-10-18 14:56:27.413,0.4,1539874587.413
2018-10-18 14:56:41.465,0.386,1539874601.465
2018-10-18 14:56:41.989,0.0,1539874601.989
2018-10-17 14:53:56.546,0.38,1539788036.546
2018-10-17 14:54:08.420,0.4,1539788048.42
2018-10-17 14:54:35.124,0.2,1539788075.124
2018-10-17 14:57:23.015,0.386,1539788243.015
2018-10-17 14:57:29.226,0.4,1539788249.226
2018-10-17 14:57:43.044,0.386,1539788263.044
2018-10-17 14:57:43.690,0.0,1539788263.69
2018-10-18 11:21:26.512,0.38,1539861686.512
2018-10-18 11:21:38.417,0.4,1539861698.417
2018-10-18 11:22:05.125,0.2,1539861725.125
2018-10-18 11:24:40.036,0.386,1539861880.036
2018-10-18 11:24:46.145,0.4,1539861886.145
2018-10-18 11:24:59.867,0.386,1539861899.867
2018-10-18 11:25:00.665,0.0,1539861900.665
2018-10-18 08:06:06.835,0.38,1539849966.835
2018-10-18 08:06:18.806,0.4,1539849978.806
2018-10-18 08:06:45.517,0.2,1539850005.517
2018-10-18 08:09:11.121,0.386,1539850151.121
2018-10-18 08:09:17.177,0.4,1539850157.177
2018-10-18 08:09:30.907,0.386,1539850170.907
2018-10-18 08:09:31.707,0.0,1539850171.707
2018-10-17 14:02:18.851,0.38,1539784938.851
