,value,timestamp
2018-10-19 13:01:04.113,111.644,1539954064.113
2018-10-19 13:01:10.446,95.0345,1539954070.446
2018-10-19 13:01:23.976,111.644,1539954083.976
2018-10-19 13:01:25.107,0.0,1539954085.107
2018-10-19 06:34:26.921,111.695,1539930866.921
2018-10-19 06:34:38.811,105.0125,1539930878.811
2018-10-19 06:35:05.518,112.555,1539930905.518
2018-10-19 06:35:54.521,126.791,1539930954.521
2018-10-19 06:36:10.322,112.555,1539930970.322
2018-10-19 06:36:20.350,126.791,1539930980.35
2018-10-19 06:39:11.702,111.644,1539931151.702
2018-10-19 06:39:17.882,95.0345,1539931157.882
2018-10-19 06:39:31.675,111.644,1539931171.675
2018-10-19 06:39:32.421,0.0,1539931172.421
2018-10-19 07:58:27.027,111.695,1539935907.027
2018-10-19 07:58:38.990,105.0125,1539935918.99
2018-10-19 07:59:05.566,112.555,1539935945.566
2018-10-19 07:59:54.576,126.791,1539935994.576
2018-10-19 08:00:10.379,112.555,1539936010.379
2018-10-19 08:00:20.181,126.791,1539936020.181
2018-10-19 08:01:59.913,111.644,1539936119.913
2018-10-19 08:02:05.777,95.0295,1539936125.777
2018-10-19 08:02:19.909,111.644,1539936139.909
2018-10-19 08:02:20.394,0.0,1539936140.394
2018-10-18 08:14:30.890,111.695,1539850470.89
2018-10-18 08:14:42.822,105.0075,1539850482.822
2018-10-18 08:15:09.501,112.565,1539850509.501
2018-10-18 08:15:58.516,126.791,1539850558.516
2018-10-18 08:16:14.355,112.565,1539850574.355
2018-10-18 08:16:24.150,126.791,1539850584.15
2018-10-18 08:17:57.784,111.644,1539850677.784
2018-10-18 08:18:04.036,95.029,1539850684.036
2018-10-18 08:18:17.714,111.644,1539850697.714
2018-10-18 08:18:18.493,0.0,1539850698.493
2018-10-17 15:26:46.981,111.695,1539790006.981
2018-10-17 15:26:58.994,105.0125,1539790018.994
2018-10-17 15:27:25.614,112.55,1539790045.614
2018-10-17 15:28:14.600,126.791,1539790094.6
2018-10-17 15:28:35.112,112.55,1539790115.112
2018-10-17 15:29:49.386,126.791,1539790189.386
2018-10-17 15:31:03.684,111.644,1539790263.684
2018-10-17 15:31:09.701,95.022,1539790269.701
2018-10-17 15:31:23.470,111.644,1539790283.47
2018-10-17 15:31:24.233,0.0,1539790284.233
2018-10-18 07:13:31.750,111.695,1539846811.75
2018-10-18 07:14:03.431,105.0075,1539846843.431
2018-10-18 07:14:30.299,112.55,1539846870.299
2018-10-18 07:15:19.157,126.791,1539846919.157
2018-10-18 07:15:35.013,112.55,1539846935.013
2018-10-18 07:15:44.806,126.791,1539846944.806
2018-10-18 07:17:08.876,111.644,1539847028.876
2018-10-18 07:17:14.841,95.0175,1539847034.841
2018-10-18 07:17:28.960,111.644,1539847048.96
2018-10-18 07:17:29.468,0.0,1539847049.468
2018-10-17 09:25:25.850,111.644,1539768325.85
2018-10-17 09:25:31.964,95.025,1539768331.964
2018-10-17 09:25:46.617,0.0,1539768346.617
2018-10-17 09:25:45.802,111.644,1539768345.802
2018-10-18 07:28:43.169,111.695,1539847723.169
2018-10-18 07:28:55.090,105.0075,1539847735.09
2018-10-18 07:29:21.625,112.565,1539847761.625
2018-10-18 07:30:10.628,126.791,1539847810.628
2018-10-18 07:30:26.437,112.565,1539847826.437
2018-10-18 07:30:36.324,126.791,1539847836.324
2018-10-18 07:31:56.165,111.644,1539847916.165
2018-10-18 07:32:02.259,95.0175,1539847922.259
2018-10-18 07:32:16.068,111.644,1539847936.068
2018-10-18 07:32:16.996,0.0,1539847936.996
2018-10-17 15:19:29.168,111.695,1539789569.168
2018-10-17 15:19:41.122,105.0125,1539789581.122
2018-10-17 15:20:07.600,112.55,1539789607.6
2018-10-17 15:20:56.605,126.791,1539789656.605
2018-10-17 15:21:12.418,112.55,1539789672.418
2018-10-17 15:21:22.210,126.791,1539789682.21
2018-10-17 15:22:35.417,111.644,1539789755.417
