9d9a799e-d85f-4564-9f09-b386f02873d9,1024,GV12 Turn Machining
ccf8b5f9-45e6-4b52-aa65-7cdd555eca05,400,GV12 Turn Machining
de2b5f24-4e67-42ca-8593-1bface51517a,421,GV12 Turn Machining
361718ee-40ea-4779-99e1-7d9133b8156a,430,GV12 Turn Machining
9eedeb7f-c157-4bbb-92f5-294ac7163fde,391,GV12 Turn Machining
afa17b44-e884-41a1-b522-c0766baed860,772,GV12 Turn Machining
a02d2755-898f-405e-adc9-fb6400167e2d,481,GV12 Turn Machining
5fc0eda1-53fa-48b4-aa65-f52f5dd9e315,826,GV12 Turn Machining
c939a6dc-9aca-469b-b3c8-0ab36fa68d8e,578,GV12 Turn Machining
b391aebd-4a9c-48d0-b954-0a45dd8f32e0,1027,GV12 Turn Machining
aab259cd-e0b8-4562-82f9-d3efbca6b0dd,754,GV12 Turn Machining
5d5fd44a-b445-4c14-9713-8deeb1dae28b,949,GV12 Turn Machining
9ed23846-4bca-4dba-9a9c-0cf9696ed446,757,GV12 Turn Machining
b345f61e-e606-4ffa-9a9a-f7c8691d76eb,829,GV12 Turn Machining
04050d7d-3e68-4f48-b08a-1a5929c507ef,979,GV12 Turn Machining
0c52cabc-aabc-4271-8bd9-3266a2939040,520,GV12 Turn Machining
4be3f386-0c32-40a6-a4e1-230f39f72991,714,GV12 Turn Machining
75c7252c-7204-4ad2-8058-477236526f4c,711,GV12 Turn Machining
e2bcd499-79fe-417f-acf2-f7972d17ec1a,696,GV12 Turn Machining
7dd11afc-69d8-4aee-b748-99a35a72f8d7,424,GV12 Turn Machining
4f5db6cd-9469-41d9-b142-8610bb7bfc24,517,GV12 Turn Machining
653f7f96-5fe0-4cbc-bca6-590f094035b7,624,GV12 Turn Machining
7f71fdbb-fceb-4cca-b727-80601a2eb265,681,GV12 Turn Machining
90e21276-a2b9-46ef-b603-fb0c5e97006b,985,GV12 Turn Machining
63b2258f-632c-4554-818d-4b165f9ba9d7,505,GV12 Turn Machining
9a5ea89e-7d3d-4d5d-beac-3b6bbe251f8b,763,GV12 Turn Machining
135d4313-6c7b-4da7-b334-9b065e4a667a,550,GV12 Turn Machining
ee268d64-6c60-4436-8e4c-7bc0c084a7b6,793,GV12 Turn Machining
7a18e9c6-cada-4f0c-8658-cb027f3d47c5,820,GV12 Turn Machining
6a93292c-262b-430e-bc48-4e75c08766b5,439,GV12 Turn Machining
06c2c7d8-1e14-4886-a91d-ff1b0f7fcd2f,874,GV12 Turn Machining
bff68425-1df4-4d14-ace7-bafc28a26b3e,569,GV12 Turn Machining
bbfb8a6f-e05f-4e3f-a9bf-8fa347b823eb,1018,GV12 Turn Machining
9836ffe7-b907-492d-8635-cd873af2ddad,841,GV12 Turn Machining
8a83e6fa-1c9d-4b9d-9446-da9f7d379966,1000,GV12 Turn Machining
afe2751b-5dbd-480b-a08a-c2802ac7f81a,967,GV12 Turn Machining
4fe4bf4c-4968-4b32-b555-282b1a0288e5,859,GV12 Turn Machining
d9141b44-e372-4d4d-8c77-a3bd8d50cfdc,484,GV12 Turn Machining
8f11c33a-3b1a-4d4c-8cf4-e619d8b11939,663,GV12 Turn Machining
750e206a-d03a-4981-81e5-9d69d5083975,838,GV12 Turn Machining
f3fb45c0-33fa-4488-a71f-f65c766edb00,805,GV12 Turn Machining
a8aa0506-83a5-48db-a4e0-e63adf7b2890,952,GV12 Turn Machining
3014088d-3fbe-4a6e-b904-e4864d2b770b,916,GV12 Turn Machining
41e3930f-59bd-4881-b022-26983d293fce,796,GV12 Turn Machining
4c86c8e8-957b-47b3-8c52-b498fd34fc16,457,GV12 Turn Machining
d578b87f-4685-4c74-896b-32ed660b7fb0,943,GV12 Turn Machining
51ba6dc0-8f7b-4354-a356-bc02cd5ac518,766,GV12 Turn Machining
b9888571-d7e9-47f3-b570-8cdf633a0dbd,717,GV12 Turn Machining
7fa7336b-bb31-49a8-8593-049ea00ec4de,427,GV12 Turn Machining
16105938-4f29-400c-b619-f012dcaac34d,612,GV12 Turn Machining
7719d9d9-a3c2-4080-944f-3239b0b9dfbe,666,GV12 Turn Machining
7f3324c2-34dc-4566-9bb5-186c8fb9cac5,871,GV12 Turn Machining
6ff1fbc6-ff57-4a8f-9521-ea6d39a95d34,940,GV12 Turn Machining
3ea310d4-f892-476f-891c-aee299a86482,817,GV12 Turn Machining
faf56387-c0fd-4549-92d4-69068efb993f,1012,GV12 Turn Machining
eb82a3b4-7f9b-4e65-b2ff-4c3dbe60035c,907,GV12 Turn Machining
0756eb1a-d530-43af-967b-5d3349ae0792,913,GV12 Turn Machining
18eb25bf-be07-4fee-9ef1-4038edf815c6,418,GV12 Turn Machining
776148df-d214-400e-8d25-05060eeb7375,415,GV12 Turn Machining
1e9f5725-bb53-4d80-8da6-e14e84fd0540,538,GV12 Turn Machining
838b9c80-80af-4126-a852-39dbd86efdbe,769,GV12 Turn Machining
bea04241-b7df-4384-866d-75ed148e28f8,922,GV12 Turn Machining
ced6cfa4-8415-4924-a401-a30d9797129d,991,GV12 Turn Machining
3f40e8bc-89a6-4414-b5d0-98793f480c62,799,GV12 Turn Machining
b5bbe31d-59df-4ba3-abd9-5b67f5b6ae8e,946,GV12 Turn Machining
14f69d18-009c-40f6-8096-173c07fe36c8,760,GV12 Turn Machining
b5f48f2e-758a-4131-a379-ab234a40f261,566,GV12 Turn Machining
3fa90561-d9c2-4bf7-a99d-7a310ba455ce,730,GV12 Turn Machining
806eb7aa-1587-435b-b582-a18da1733f67,931,GV12 Turn Machining
e44e7946-9496-40c9-8a34-6a22b69c5168,475,GV12 Turn Machining
c74e3d4b-d61d-4547-8faf-4e397f4ac213,575,GV12 Turn Machining
6cdde17b-b245-4ede-98bf-c2e9d6ec6fdd,787,GV12 Turn Machining
95edbc0e-9516-4751-a590-56029d670e67,823,GV12 Turn Machining
f78b5930-76ca-4d61-b1a0-3e7f0c1229c6,699,GV12 Turn Machining
27b44817-b126-4d56-9692-7c9cf8be68f2,1021,GV12 Turn Machining
2d9b438f-cb24-4607-a528-79491c399f0c,832,GV12 Turn Machining
296f59dd-fb62-47e7-9a68-bd36c5b45e22,553,GV12 Turn Machining
eba2e8fc-56b9-4805-8361-51525ebd4665,811,GV12 Turn Machining
734c6f63-f88a-4a71-b8a9-9895485e0d49,778,GV12 Turn Machining
