mean,std,min,20%,40%,50%,60%,80%,max,median,acfmean,acfstd,acfmedian,qstatmean,qstatstd,qstatmedian,mda,max_index,sma_sim,sma_adv,sma_sim_abs,sma_adv_abs,energy,iqr,entropy,autoreg_coeff,kurtosis,skewness,length,trace:id,qr
13.4623976487,22.2129277597,0.0,2.37670898438,4.21142578125,5.87463378906,7.38037109375,13.4289550781,100.0,5.87463378906,0.000384615384615,0.0815341020845,-0.0136707428599,9957.99325152,3616.71360231,9002.11917559,5.04486533702,605,13.4623976487,17487.6545457,13.4623976487,17487.6545457,876551.988982,7.31353759766,6.71218084679,231.478738263,6.406044512779733,2.6854283157691197,1300,MaxxTurn45/1539872864.8581455,817
13.9966751514,22.6139109265,0.0,2.30102539062,4.30419921875,6.18591308594,7.87841796875,13.9599609375,100.0,6.18591308594,0.000377643504532,0.0793625383953,-0.0134245133283,9739.25045486,3058.26496955,9257.20633778,5.36158334024,966,13.9966751514,18517.6012252,13.9966751514,18517.6012252,935948.359706,7.87811279297,6.7557203007,217.487705092,5.628560160864671,2.5529873085730954,1324,MaxxTurn45/1539871358.5164235,799
13.4549236151,22.3902995861,0.0,2.10327148438,4.40063476562,6.02416992188,7.4462890625,13.1066894531,100.0,6.02416992188,0.000384024577573,0.0795221972376,-0.016458094633,9440.06484337,3133.84815714,8904.42310894,5.38420605475,662,13.4549236151,17504.8556233,13.4549236151,17504.8556233,887932.026014,7.83081054688,6.73247358718,216.813722187,6.519660286697455,2.718159441704808,1302,MaxxTurn45/1539864720.4634354,730
13.9202806765,22.5626620684,0.018310546875,2.3486328125,4.36767578125,6.05773925781,7.60620117188,13.486328125,100.0,6.05773925781,0.000379362670713,0.0696387876134,-0.00758869678204,7122.72636584,2606.69513182,6474.53235941,5.34800971153,675,13.9202806765,18333.009651,13.9202806765,18333.009651,925844.502933,7.8857421875,6.7319485404,226.574496202,5.980563491049628,2.5982295324050915,1318,MaxxTurn45/1539939170.7213504,904
13.7367091408,22.4175146953,0.0,2.20947265625,4.25415039062,6.0302734375,7.53173828125,13.0493164062,100.0,6.0302734375,0.000381388253242,0.0797626914796,-0.0157253304667,9645.94191959,2811.47515769,9112.62437663,5.37515696895,667,13.7367091408,17995.0889745,13.7367091408,17995.0889745,905715.904683,7.81860351562,6.80693507288,182.814756881,6.045407367643268,2.6137679224567405,1311,MaxxTurn45/1539871118.8928962,796
14.0695649961,22.4325201262,0.0,2.55493164062,4.61181640625,6.4453125,7.84545898438,13.4606933594,100.0,6.4453125,0.0003861003861,0.0803884129023,-0.0170868955413,9564.80719392,3091.28772146,9071.01909006,5.29371519669,263,14.0695649961,18206.0171049,14.0695649961,18206.0171049,907512.732856,7.51037597656,6.708164413,203.550102753,5.697043031792495,2.552522688438083,1295,MaxxTurn45/1539852241.4985137,654
14.0981835483,22.6919358993,0.0,2.38037109375,4.24560546875,6.17065429688,7.74291992187,13.5998535156,100.0,6.17065429688,0.000387897595035,0.0772789426397,-0.0137383209995,8654.02156692,2850.79056126,8658.0923556,5.38420605475,812,14.0981835483,18158.4604102,14.0981835483,18158.4604102,919422.120452,7.92236328125,6.67782586401,240.340420027,5.772113930585553,2.5665656244912833,1289,MaxxTurn45/1539935337.7276201,865
13.5790629559,22.4576636756,0.0,2.11669921875,4.16748046875,5.91430664062,7.5390625,12.6257324219,100.0,5.91430664062,0.000376506024096,0.0818120064195,-0.0164453376707,10499.9623042,3252.47341485,10031.1322704,5.32991153992,148,13.5790629559,18019.4165425,13.5790629559,18019.4165425,914139.197469,7.68432617188,6.71557045745,219.834970433,6.215953305445343,2.653999381622835,1328,MaxxTurn45/1539872630.812847,814
13.5093044109,21.7823979072,0.0,2.49633789062,4.32739257812,6.1767578125,7.685546875,13.0187988281,100.0,6.1767578125,0.000274423710209,0.0727856838573,-0.0114304956822,15791.0972802,4750.36137802,15232.222296,5.21679796734,886,13.5093044109,24600.4433323,13.5093044109,24600.4433323,1196532.45442,7.46307373047,6.91050029222,188.755638223,6.542484462367719,2.6872135861079927,1822,MaxxTurn45/1539767836.4780653,394
14.0273319039,22.5784019716,0.0,2.44750976562,4.37866210938,6.26831054688,7.82958984375,13.6120605469,100.0,6.26831054688,0.000379075056861,0.0827587675908,-0.0181559776945,10621.017175,2834.07540575,10091.8431142,5.42040239798,45,14.0273319039,18488.0234493,14.0273319039,18488.0234493,931430.02972,7.87048339844,6.71404385049,186.973826104,5.94794892521838,2.598501873138312,1319,MaxxTurn45/1539863465.9748561,714
13.7237846399,22.4163570699,0.0,2.24609375,4.21752929688,6.03332519531,7.82470703125,12.8845214844,100.0,6.03332519531,0.000270855904659,0.0761018347972,-0.0164610351888,17919.0900453,5466.93912337,17242.8864878,5.41587785508,938,13.7237846399,25320.3826607,13.7237846399,25320.3826607,1274779.52451,7.61871337891,6.95721613904,190.493271703,6.074446682678904,2.6284028250154345,1846,MaxxTurn45/1539780437.5640476,457
13.4728599152,22.0038158398,0.0,2.39990234375,4.49462890625,6.17065429688,7.59887695312,12.4328613281,100.0,6.17065429688,0.000376789751319,0.0785386105508,-0.0158114019742,9556.78473175,3139.27493858,9108.33956684,5.32086245411,662,13.4728599152,17865.0122475,13.4728599152,17865.0122475,882880.976014,7.51953125,6.66671745926,199.587053989,6.670264919277123,2.72003515996407,1327,MaxxTurn45/1539937394.4538643,883
13.984470279,22.4244049102,0.0,2.35107421875,4.5849609375,6.2744140625,8.00903320312,14.31640625,100.0,6.2744140625,0.000386398763524,0.0758189902889,-0.0163530966658,8351.10891389,2741.85803567,7920.75551812,5.48374599862,654,13.984470279,18081.9200707,13.984470279,18081.9200707,903251.777925,8.05053710938,6.6994563089,245.102545192,5.967948550306456,2.5989483496157884,1294,MaxxTurn45/1539949540.1394966,964
13.7591071122,22.371635031,0.018310546875,2.31811523438,4.28955078125,6.04248046875,7.74536132812,12.607421875,100.0,6.04248046875,0.000379362670713,0.0740320330016,-0.0116659600091,8221.66391006,2931.49038557,8204.64642688,5.33896062572,173,13.7591071122,18120.7440667,13.7591071122,18120.7440667,908659.97266,7.58514404297,6.77374972164,220.881760487,5.825825577342361,2.5888253159568957,1318,MaxxTurn45/1539785865.0524201,517
13.7721383498,22.2163114648,0.01220703125,2.40234375,4.45678710938,6.33239746094,7.67333984375,12.9150390625,100.0,6.33239746094,0.000383435582822,0.0755253915033,-0.0115374571721,8414.89677238,2944.52451261,8413.05871353,5.28014156798,255,13.7721383498,17945.0962699,13.7721383498,17945.0962699,890446.55744,7.39898681641,6.69974901512,222.273563413,6.088682223031432,2.621556815054067,1304,MaxxTurn45/1539934738.9239945,859
13.7562848999,22.1246936274,0.0,2.265625,4.4677734375,6.03637695312,7.65258789062,13.9916992188,100.0,6.03637695312,0.00027114967462,0.0763821007438,-0.0185275634614,18023.8675932,5572.45588831,17503.0496409,5.42040239798,111,13.7562848999,25352.8330706,13.7562848999,25352.8330706,1251102.34164,7.98034667969,7.01245857795,178.769186225,5.984072494725119,2.600231216229348,1844,MaxxTurn45/1539780158.398311,454
12.330513763,19.7177099007,0.0,2.64282226562,4.79125976562,6.103515625,7.17163085938,12.2924804688,100.0,6.103515625,0.00030284675954,0.0620665192687,-0.00648466363509,8865.81498133,2671.72674334,8935.1072416,4.75077004831,591,12.330513763,20345.3477089,12.330513763,20345.3477089,892520.969659,6.70166015625,6.90937205699,187.991927395,8.606223499823455,2.9874138111584227,1651,MaxxTurn45/1539868343.1140091,766
13.4294098499,21.8837879909,0.0,2.3486328125,4.38598632812,6.0302734375,7.58056640625,12.7490234375,100.0,6.0302734375,0.000392156862745,0.0712073317494,-0.00652789844416,6984.36376569,2323.27522396,6636.82907993,5.37515696895,158,13.4294098499,17109.0681487,13.4294098499,17109.0681487,840063.862652,7.73010253906,6.70937198053,212.328472524,6.500904392646248,2.6877161922338706,1275,MaxxTurn45/1539849372.1130202,630
